"elec_rep16_win","fips_state","elec_rep12_win","elec_voting_participation","elec_voting_power","demo_sex_ratio","demo_population_density","demo_median_age","demo_age_dependency_ratio","population_white","population_african_american","population_native","population_asian","population_other","population_latino","population_homnogenity_index","finance_gini_coef","finance_median_earning","poverty_children","poverty_child_living_in_families","poverty_below_federal_threshold","poverty_adult","demo_unemployment","occupation_management","occupation_service","occupation_sale","occupation_agriculture","occupcation_maintainance","occupation_transportation","education_less_than_high_school","education_at_least_bachelor","education_graduate_degree","education_school_enrollment","education_preschool_enrollment","demo_uninsured","healthcare_life_expectancy","health_infant_mortality","health_hiv","health_sti","health_poor_physiscal_health_days","health_poor_mental_health_days","health_children_with_single_parent","health_adult_smoking","health_adult_obesity","health_diabetes","health_low_birth_weight","health_teen_birth","health_injury","demo_violent_crime","demo_homicide","weather_winter_prcp","weather_winter_tavg"
FALSE,"34",FALSE,50.5389888368612,0.212475361562475,106.4,125.348807392366,36.9,58.9,50.3,18.7,0.7,1.2,2,27.1,0.3698535,0.433,28366,26.4,23.9,15.5,8.9,0.099,25.7,22.5,23.6,1.3,8.8,18.1,24.2,13.3,3.9,74.5,62.1,0.18,76.8237984496124,9,664.974,655.3,4.1,3.9,0.472,0.193,0.336,0.115,0.1,58.9,55.8,533.69,6.7,9.35,34.2
FALSE,"34",FALSE,59.9197106104878,1.1638771656539,92.4,2421.65040487968,36.9,57.3,33.2,39.3,0.2,4.5,2.5,20.3,0.3137545,0.523,33571,22,20.1,14.6,11.9,0.079,36.3,18.7,25.6,0.1,7.8,11.6,18,31.6,12.3,79.4,71.1,0.185,77.7765072765073,6.9,1599.753,662.8,3.7,3.6,0.453,0.166,0.273,0.117,0.1,32.3,50,673.65,15.6,10.3974,31.5
TRUE,"34",FALSE,62.4634282317924,0.520242098774129,94.5,348.083454344527,39.6,58.5,81.1,9.7,0.1,2.6,1.8,4.8,0.6827805,0.399,39598,10.9,9.1,7.1,8.1,0.071,38.3,14.2,28.1,0.4,8.7,10.5,10.5,26.9,8.3,82.6,59.8,0.106,78.1695372750643,4.7,162.325,258.6,3.4,3.6,0.25,0.15,0.292,0.092,0.08,15.8,55.9,159.67,2.8,9.84861111111111,35.0091666666667
FALSE,"34",FALSE,50.7857034595614,0.758635547930618,98.7,5538.71072893153,34.7,45,30.8,11.2,0.1,13.2,2.3,42.2,0.306102,0.488,34917,21.9,23.5,15.1,15.4,0.065,36.1,18.1,25.5,0.1,7.2,13,19.7,34.6,12.2,76.2,67.4,0.227,79.6486109713135,4.2,1038.094,356.4,3.9,3.5,0.431,0.154,0.239,0.1,0.09,32,31.2,459.79,4.2,10.345,34.05
TRUE,"34",TRUE,70.3943197667047,0.255665778481431,99.3,113.939288926819,45,57.9,87.7,2.5,0.1,3.2,1.2,5.2,0.78026225,0.439,50343,4.4,3.9,4,3.4,0.047,49.1,11.7,26.4,0.2,7.3,5.3,6,47.5,19.5,85.5,68.4,0.077,81.3632563973909,2.42380952380952,280.107,110.2,2.7,3,0.158,0.118,0.213,0.082,0.07,3.7,34.6,48.21,4.16690476190476,10.565,31.2
FALSE,"34",FALSE,62.3532528205561,0.596165901416647,95.8,636.539251228383,38.4,54.9,54.5,19.5,0.1,8.9,1.9,15.1,0.3828435,0.476,36189,16,14.1,10.1,6.8,0.057,42.9,16.3,25.3,0.2,6.2,9.1,13.5,38.2,17.6,82.3,63.3,0.146,79.1210929519918,8,531.347,465.9,3.2,3.5,0.311,0.163,0.243,0.092,0.09,22.2,44.4,445.19,6.6,9.405,33.35
FALSE,"34",FALSE,56.7966508302366,1.15837043546477,96.8,1037.76721879387,37.7,54.7,49.2,8.8,0.1,21.3,2.1,18.4,0.343954,0.407,41464,9.9,9.3,7.4,6.6,0.06,42.7,12.9,26.5,0,6.7,11.2,12,38.4,15.3,82.3,58.2,0.144,80.6688211382114,3.9,305.236,256.5,2.9,3.1,0.251,0.117,0.24,0.094,0.08,14.2,36.3,177.58,1.7,10.55,33
TRUE,"34",TRUE,62.6879711671065,1.091971165456,94.8,518.202910768033,42.3,60.6,76.7,7,0.1,4.9,1.7,9.7,0.61356475,0.462,41577,8.7,7.7,6.3,6.1,0.06,42.4,14.9,27.1,0.3,8,7.3,8.8,39.2,14.9,84.3,69.9,0.124,79.8148049281314,3.5,351.268,195.1,2.9,3.3,0.224,0.138,0.227,0.089,0.08,11.3,39.3,187.14,2,10.755,34.35
TRUE,"34",TRUE,65.2205021650969,0.874495616132938,96,417.998079119475,42,60.4,75.1,2.9,0.1,8.9,1.6,11.5,0.59816325,0.449,48280,3.8,4.2,4,4.7,0.049,48.9,12.4,25.6,0.1,6.1,7,6.9,48.4,19,86.1,70.7,0.096,81.8081632653061,3.5,199.997,120.3,2.5,2.8,0.15,0.13,0.204,0.084,0.07,5.4,31.2,73.33,0.6,10.6266666666667,30.8216666666667
TRUE,"34",TRUE,59.0440533488375,0.966471441340715,92.4,358.266793271911,42.8,82.3,85.9,2.9,0.1,1.7,1.1,8.3,0.75699375,0.426,34713,19.5,15.5,9,5.8,0.072,33.9,17.4,28.1,0.1,11.3,9.2,10.9,24.3,7.8,79.6,57.6,0.136,78.8880249480249,3.4,127.944,133.5,3.6,3.8,0.206,0.169,0.268,0.105,0.06,16.6,49.6,113.86,1.5,10.54,34.9
FALSE,"34",FALSE,56.0532232728617,0.698368511261387,94.8,1061.66346396424,36.5,59.4,45.3,11.1,0.2,4.9,1.5,37,0.3602575,0.463,31240,24.6,23.2,15.1,12.9,0.081,30.3,17,27.4,0.1,8.2,17.1,18.5,25.2,7.9,78.3,66.5,0.206,79.7116632443532,4.3,668.31,458.8,3.7,3.6,0.38,0.162,0.241,0.106,0.09,33,38.7,497.28,4.5,10.732,29.8375
TRUE,"34",FALSE,60.839203926965,0.113672725897228,94.6,75.7549670273307,41.8,64,76.8,13.5,0.3,0.8,1.8,6.8,0.6191895,0.408,34461,22.5,14.9,10.1,7.1,0.082,30.9,16,23.8,0.7,11.6,17,14.4,18.3,5.5,80.7,50.3,0.128,76.3178622816033,8,276.448,298,3.8,3.7,0.404,0.192,0.32,0.108,0.08,36.3,59.6,270.88,4.2,10.37,35.5
FALSE,"34",FALSE,64.7109070283511,0.549445037268421,95.2,422.933466544421,40.8,59.4,62.4,8.5,0.1,14.1,1.9,13,0.4535955,0.445,49700,5.1,4,3.6,4.9,0.051,51.4,10.9,24,0.1,6.2,7.3,7.3,49.8,21.8,85.5,69.8,0.102,81.9308606557377,3.1,225.465,173,2.7,3,0.166,0.113,0.213,0.089,0.08,9.8,31.8,75.22,1.4,9.67666666666667,32.5708333333333
TRUE,"34",TRUE,61.7123517008588,0.261690563427034,98.4,108.559542056647,43.4,56.5,88.8,1.6,0.1,1.7,1.3,6.4,0.80094075,0.386,41728,6,6.2,4.8,5.7,0.062,38.1,15,26,0.2,11.5,9.3,7,31.4,10.8,85.1,67.8,0.108,79.0021774193548,4.8,124.765,124.1,2.8,3.2,0.199,0.15,0.255,0.081,0.07,9,43.9,53.98,1.4,9.7725,28.175
FALSE,"34",FALSE,61.4946902551253,0.806200649459757,94.9,2059.90307947747,38.1,58.5,45.4,20.8,0.1,4.6,1.8,27.3,0.33225625,0.481,35419,13.9,12.4,9.1,8.7,0.068,34.8,16.5,26.2,0.1,7.8,14.6,15.7,31.2,11.9,80,66.3,0.185,80.0195536172396,5.1,635.793,334.8,3.1,3.2,0.333,0.152,0.245,0.1,0.08,22.3,34.3,417.64,5.7,10.7,32.7333333333333
TRUE,"34",TRUE,57.028944559553,0.174277457518825,94.6,115.993726490348,42.6,58.9,85.7,3.3,0.1,2.4,1.4,7,0.75010225,0.404,40150,13.2,9.4,6.8,5.8,0.061,37.2,15.7,25.8,0.4,9.6,11.4,10.7,28.6,8.8,83.3,61.6,0.124,79.6532579650565,4.5,109.732,176.5,3.2,3.4,0.226,0.151,0.271,0.09,0.08,14.2,48.3,93.38,1.43809523809524,9.36,30.5
FALSE,"35",FALSE,56.8585319587802,1.72865441712163,96.3,224.159704688236,36.5,58.2,41.5,2.5,4,2.2,2,47.9,0.40157975,0.453,27353,25.4,22.8,15.6,9.8,0.061,38.8,17.9,24.9,0.2,9.6,8.6,13.8,31.5,14,75.5,42.2,0.2,78.5355221599592,5.8,197.476,683.6,3.8,3.7,0.408,0.169,0.204,0.098,0.09,43.9,86.7,758.01,6.9,1.986,36.48
TRUE,"35",TRUE,73.2321490169024,0.0135437386843116,113.4,0.199807345144393,57.1,106.8,76,0.4,2.3,0.1,2.1,19,0.63005975,0.417,24375,30.2,31.5,15.3,12,0.071,19.6,18.3,21.3,11.1,19.9,9.9,14,21.3,4.9,81,83,0.284,76.7766822867854,5.90627705627706,115.114692307692,481.996774193548,4,3.6,0.233,0.157,0.219,0.14,0.12,18,162.9,26.7,9.71084848484849,2.51,34
TRUE,"35",TRUE,46.8518390247281,0.129453389252026,99,4.1893848376214,34.8,71.2,43.9,1.6,0.7,0.6,1.2,52,0.45889425,0.436,21144,29.5,27.1,21,14.6,0.06,26.2,22.2,25.7,2.9,11.7,11.3,23.7,15.7,5.5,71.9,38,0.229,76.0609045226131,7.8,72.228,491,4.4,3.8,0.367,0.183,0.299,0.108,0.08,68.8,102.4,566.61,13.9,1.575,40.3952777777778
FALSE,"35",FALSE,41.6776215997573,0.0525864521784175,101.9,2.32895606480401,36.2,62.2,21.5,0.8,39.2,0.5,1.4,36.5,0.33650325,0.427,21278,31.4,32.7,24,14.3,0.08,22.4,26.1,21,0.4,17.6,12.6,23.6,11.5,4.4,75.4,47.9,0.231,76.1893858345716,6.68787878787879,245.843,607.3,4.9,4.4,0.548,0.259,0.329,0.139,0.09,76.4,109,718.16,9,2.3475,32.325
TRUE,"35",FALSE,56.5541601255887,0.0367716014019651,100.4,1.33530875618256,47.6,71.3,49.9,0.3,0.9,0.3,1.3,47.2,0.472395,0.422,19861,30.8,23.8,17.2,16.4,0.061,27.7,23.9,23.4,0.5,12.5,12.1,14,19.9,8.5,71.4,29,0.195,78.4550299401198,5.90627705627706,61.463,219.3,4.3,3.6,0.411,0.161,0.24,0.132,0.14,55.7,99.4,209.59,9.71084848484849,1.56625,34.12
TRUE,"35",TRUE,39.9478112997332,0.0869210737511754,106.9,13.878875391591,30.7,62.5,50.7,5.7,0.6,1.2,2.2,39.5,0.40487675,0.444,21413,31.5,28.9,20.1,13.5,0.049,25.5,20.8,24.8,4.6,14.1,10.3,18.5,18.2,6.9,69.5,35.4,0.203,77.3175350410826,6.1,74.847,572.7,4.4,3.6,0.343,0.199,0.3,0.087,0.08,87.7,67.7,464.69,6.5,1.5025,38.616
TRUE,"35",TRUE,59.7746852220013,0.00575433457053653,81.5,0.33579547016818,47.3,72.2,59.3,0.1,0.4,0,1.6,38.5,0.5259145,0.467,21892,28.8,39,21.6,18.3,0.05,36.5,16.7,21.4,3.7,10.2,11.5,21,19.7,4.3,69.9,54.3,0.284,75.6303581267218,5.90627705627706,115.114692307692,207.6,4.1,3.8,0.161,0.172,0.238,0.135,0.0929032258064516,51,112.2,462.01,9.71084848484849,1.546,39.3
FALSE,"35",FALSE,48.2683196232887,0.423747411506373,96.9,21.6970018777311,32.4,65,30.1,1.4,0.7,1,1.1,65.7,0.518677,0.461,19135,41.1,34.8,24.5,13.6,0.072,32.3,21.5,23.5,2.3,11,9.4,24.5,25.4,10,76,29.8,0.252,78.5900507872016,4.6,167.418,598.3,4.6,4.1,0.39,0.174,0.232,0.117,0.08,59.9,65.8,358.22,3.9,2.05875,41.8666666666667
TRUE,"35",TRUE,48.9607683707694,0.122927131751295,103.1,5.14476118929648,36.5,66.6,52.2,1.1,0.8,0.6,1.2,44.1,0.46587425,0.468,26791,17.1,16.7,13.6,10.6,0.043,29.9,16.8,23.9,1.7,16,11.6,19.8,15.1,5.8,74.8,52.3,0.172,76.2802560315116,5.9,36.074,448.4,4,3.4,0.347,0.179,0.301,0.101,0.07,77.6,101.3,617.85,7.3,1.585,44.125
FALSE,"35",FALSE,57.6393852751966,0.082308674755058,97.6,2.83795382807787,46.5,82.3,48.6,0.6,0.7,0.4,1.3,48.3,0.46881625,0.423,21711,34.9,23.8,14.8,5.2,0.066,35.2,18.3,22.2,2.6,13.5,8.1,14.7,24.1,10.3,74.7,38.9,0.179,77.8163562753036,5.90627705627706,88.268,435.6,4,3.5,0.448,0.146,0.21,0.124,0.09,63.1,105.8,487.86,9,3.20375,40.7791666666667
FALSE,"35",FALSE,59.9887608878899,0.0136202930244961,137.5,0.576640400400421,41.6,68.8,16.1,1.4,1,1.2,0.7,79.6,0.64740175,0.431,20082,53.6,46.7,28.2,27.4,0.076,24.3,20.6,28.3,0.1,18.8,7.9,20,7.4,3.7,79.5,63.6,0.208,76.4578947368421,5.90627705627706,115.114692307692,564.8,4.2,3.5,0.309,0.159,0.27,0.135,0.1,59.3,90.9,519.5,9.71084848484849,1.625,39.6
TRUE,"35",TRUE,100,0.00383409653757478,107,0.102636409273977,56.9,73.3,56.3,0.3,0.3,0,0.1,43,0.47414275,0.408,28177,0,11.6,19.1,24.7,0.043,22.7,20.6,28.4,4.2,16.1,8.1,10.2,18.2,3,73.7,0,0.245,78.5352173913044,5.90627705627706,115.114692307692,481.996774193548,3.9,3.6,0.33,0.145,0.227,0.146,0.0929032258064516,57.146875,105.653125,435.8046875,9.71084848484849,1.318,35.96
TRUE,"35",FALSE,58.0558055805581,0.0123443873547541,99.3,0.521601608157681,41.8,73.5,41.4,0.3,0.3,0.5,0.9,56.6,0.48796075,0.436,18519,34.4,32.3,22.6,15,0.071,30.2,25.2,20.2,0.4,14.1,9.9,22.3,15.6,6.7,68.6,49.5,0.213,76.5993226292022,5.90627705627706,115.114692307692,250.3,4.3,3.8,0.411,0.17,0.256,0.13,0.09,59.6,99.1,231.1,9.71084848484849,2.79819444444445,42.9
TRUE,"35",TRUE,41.9326219286788,0.108547674853303,105.6,5.99245879313792,31.8,68.1,43,3.7,0.7,0.5,1,51.1,0.44121425,0.432,26320,26.7,23.5,17.7,11.1,0.043,24.3,17.3,23.3,1.5,18.1,15.5,27.3,12.9,4.6,69.2,30.1,0.223,75.6171206225681,6.1,46.576,538.2,3.9,3.4,0.351,0.18,0.347,0.094,0.09,88.1,83.6,480.83,11.9,1.85,42.58
TRUE,"35",TRUE,59.7144149382955,0.058959600998779,98.7,1.5928912183136,50.4,78.3,66.4,0.4,2,0.3,1.2,29.8,0.52826,0.419,22543,33.4,20.7,12.9,7.8,0.059,30.1,26.5,22.1,2.3,12.5,6.6,13.5,23.9,9.7,78.1,56.4,0.265,79.6578258681429,5.90627705627706,68.279,310.2,3.9,3.7,0.343,0.183,0.215,0.121,0.1,58.8,95.2,361.07,8.6169696969697,1.82318253968254,36.6166666666667
FALSE,"35",FALSE,82.2385179467387,0.0679674950271577,104.8,63.4469155495452,43.5,66.9,76.3,0.5,0.6,5.9,1.9,14.7,0.6062295,0.351,52463,1,1.8,2.4,2.4,0.041,66.9,9.1,15.1,0.1,5.3,3.5,0.7,64,36.8,88.7,61.6,0.053,82.375625,5.90627705627706,52.597,82.6,2.6,2.8,0.199,0.111,0.203,0.076,0.1,9.5,65.6,259.42,9.71084848484849,2.65,30.48
TRUE,"35",TRUE,49.4788230637287,0.0478464626153259,99.3,3.22781739168941,39,88.4,35.9,0.8,0.6,0.4,0.9,61.5,0.50396675,0.488,16132,45.9,50.2,32.8,20.3,0.18,22.3,23.7,24.3,3.9,11.9,13.9,30.5,13.5,5.9,74,49.3,0.263,76.5993226292022,5.90627705627706,83.752,603,5,4.1,0.477,0.186,0.231,0.146,0.08,97.4,83.1,612.2,8,1.97666666666667,44.5333333333333
FALSE,"35",FALSE,43.4676604095225,0.139896677158864,93.1,5.24253004012593,30.8,68.8,10.3,0.4,73.3,0.8,1.9,13.3,0.55335575,0.472,20076,46.9,43,33.4,31.3,0.098,25.8,23.7,23,0.5,10.5,16.5,30.4,10.9,4.5,74.8,42.7,0.297,74.7265302951838,6.9,170.171,1101.1,5.3,5,0.483,0.206,0.333,0.143,0.08,62.5,134.8,635.21,16.1,2.71833333333333,30.05
FALSE,"35",FALSE,72.7095516569201,0.0166569485184821,91.5,0.931631574369032,42.6,81.3,17.9,0.2,0.3,0.2,0.3,81,0.71588225,0.456,23564,25.2,10.8,11.9,20.6,0.111,30,11.3,29.8,3.7,19.9,5.2,14.9,15.4,9.4,84.2,24.5,0.237,79.1793733681462,5.90627705627706,115.114692307692,510.1,5.5,4.4,0.268,0.197,0.238,0.193,0.11,37.2,146.3,61.46,9.71084848484849,2.5,35.86
TRUE,"35",TRUE,45.3324272284517,0.127667121314387,104.5,3.81349225198082,35.6,66.5,52.8,3.2,5.9,1.1,2.4,34.5,0.40164125,0.418,21521,32.2,28,20,13.5,0.061,28.2,22.5,24.8,0.8,14.8,8.9,15,17.7,6.9,70.4,38.2,0.232,77.621662591687,5,85.589,489.1,4.4,3.9,0.408,0.201,0.257,0.103,0.09,62,89,317.08,5.8,2.80833333333333,39.55
TRUE,"35",TRUE,55.1062880927605,0.0236489115886684,94.1,1.16837466977901,45.7,79.7,53.6,0.9,0.8,0.9,1.4,42.4,0.467948,0.461,20486,45.2,30.7,21.1,17.3,0.062,30.8,21.4,20.3,3.4,15.7,8.4,22.7,14.8,4.7,79.5,14.5,0.19,75.8581865018032,5.90627705627706,115.114692307692,433.3,4.2,3.7,0.339,0.177,0.324,0.134,0.09,89.1,130.6,418.76,21.1,1.656,38.88
FALSE,"35",FALSE,53.4599303135889,0.0978811034542594,96.6,2.63177356722326,40.1,67.3,12.8,0.3,14,0.3,1.2,71.3,0.5508235,0.429,25519,27.5,20.6,19.7,18.3,0.083,32.1,23.1,21.4,0.4,15,8.1,21.4,16.1,7.1,67.2,25.6,0.249,74.8599287894201,6.1,141.426,605.2,4.7,4.1,0.512,0.183,0.241,0.141,0.11,67.2,172,489.08,14.7,3.22111111111111,27.4408333333333
TRUE,"35",TRUE,44.0809393693228,0.0380794047134507,102.5,3.14064925948637,29.4,61,55.5,1.5,0.9,0.8,1.4,39.9,0.466175,0.437,17811,31.8,25.6,22.8,14.3,0.055,32.4,18.4,23,5.5,9.8,10.9,22.2,21.2,9.2,73.9,36.1,0.237,76.8018518518519,5.90627705627706,36.614,646.5,4.3,4,0.355,0.201,0.281,0.093,0.07,54.5,65.1,369.25,9.71084848484849,1.715,40.2
FALSE,"35",FALSE,54.2287559415174,0.344992134041546,96.6,14.2175154106307,39.1,65.3,47.5,1.9,12.2,1.3,2.1,35.1,0.364391,0.417,31571,16.1,14,11.4,10.8,0.071,37.8,15,28.3,0.3,9.9,8.7,9.7,28.4,11,77.5,49.8,0.177,79.369013224822,4.4,73.024,435.1,3.9,3.7,0.367,0.151,0.241,0.101,0.09,33.2,77.7,269.62,3.8,2.96,32.217
TRUE,"35",TRUE,52.7211776376552,0.29497025225931,98.3,8.76356606178853,34.2,66.3,42.5,0.5,35.6,0.3,2,19.1,0.3461855,0.449,28540,33.2,28,20.8,19.1,0.063,27,16.9,23.4,0.7,17.7,14.3,19.1,15,5.2,68.9,33.9,0.249,76.7690821986888,6.3,67.692,676.9,4.4,4.1,0.42,0.21,0.303,0.109,0.07,61,105,643.68,9.6,1.955,31.75
FALSE,"35",FALSE,52.190277525848,0.0734219917653048,98.6,2.34715826696953,42.5,61.3,19.7,1.2,0.8,0.6,1,76.8,0.63185525,0.473,21312,21.7,29.6,24.8,22.7,0.077,32.6,23.7,25.7,2,8.7,7.3,18.1,23.3,10.1,79,37,0.207,76.2756797583082,5.90627705627706,153.38,681.9,5.1,4.2,0.491,0.188,0.222,0.153,0.1,42.4,124.4,479.29,12.4,1.768,35.76
FALSE,"35",FALSE,65.6462714017558,0.441750440506432,95,29.7466765538865,44.4,62.2,43.9,0.7,2.3,1.1,1.4,50.6,0.448633,0.489,26530,25.5,21.4,14.4,7.3,0.054,41.5,18.9,23.1,0.4,9.6,6.5,13.7,40,19,73.9,40.4,0.235,80.0502564102564,5.4,278.79,432.5,3.5,3.5,0.395,0.135,0.138,0.096,0.1,42.8,90.7,371.47,6.3,2.09285714285714,34.24
TRUE,"35",TRUE,53.8469656992084,0.032548353635119,100.5,1.07313316681168,55.6,99.1,68.4,0.4,1.1,0.4,1.7,28,0.5423555,0.467,19355,47.9,29.8,22.5,12.9,0.088,22.5,24.7,28.2,0.1,18.4,6.1,16.1,16.8,5.4,60.5,46.3,0.231,76.5590024937656,5.90627705627706,114.025,353.1,4.2,3.8,0.473,0.16,0.21,0.135,0.09,60.1,173.6,399.2,9.71084848484849,1.74333333333333,41.6833333333333
FALSE,"35",FALSE,56.2568434224934,0.0458879474122719,108.8,1.01621755289748,36.8,65.7,37.6,0.8,10.6,1.2,1.4,48.5,0.381456,0.486,20396,38.7,33.1,26.8,19,0.072,37.8,22.7,16.7,2.6,10.9,9.3,20.3,22.3,11,73.8,33.8,0.237,76.6690038314176,5.90627705627706,89.353,443.1,4.8,4.2,0.667,0.209,0.256,0.136,0.09,65.2,99,680.47,9.71084848484849,1.64142857142857,36.315
FALSE,"35",FALSE,60.2592810842663,0.0978555853408646,95.3,5.77336656641301,46.8,67.5,36.3,0.3,5.3,0.6,1.7,55.8,0.44608475,0.465,21079,41.1,28.3,17,11.9,0.097,31,22.1,24.8,1,13.2,7.9,11.7,30.1,11,73.1,39.2,0.245,79.2323092677931,5.90627705627706,124.436,460.7,4.3,3.9,0.464,0.168,0.169,0.138,0.11,43.6,118,510.29,10.1,3.02857142857143,22
TRUE,"35",TRUE,54.8257257857326,0.0408417404884422,108.7,1.82994358314754,43.3,63,56,1,1.7,0.4,1.9,39.1,0.4616185,0.428,21343,26.7,30.7,19.4,11.5,0.095,27.1,20.7,22.8,1.3,13.7,14.3,22.8,14,4.1,74.2,26,0.221,77.4435888835649,5.90627705627706,229.766,337.1,4.6,4,0.346,0.197,0.255,0.128,0.1,44.5,122.4,196.67,9.71084848484849,1.74721428571428,37.0813333333333
TRUE,"35",TRUE,53.0458383594692,0.0112215903653811,126.3,0.438130148069251,40.3,62.4,56,1.6,1.1,0.5,1.1,39.7,0.494126,0.4,21435,11,10.5,9.8,9.3,0.051,35.2,16.6,20.5,11.4,12.2,4.2,15.9,17.8,7.8,67.4,19.2,0.217,78.7428678745029,5.90627705627706,130.412,248.3,3.9,3.4,0.193,0.168,0.284,0.113,0.09,41.6,112.1,472.97,9.71084848484849,1.254,33
TRUE,"35",FALSE,51.7487215856071,0.176891562053034,100.9,27.6300220648706,38.5,65.5,36.2,1.1,2.8,0.4,1.3,58.3,0.46414,0.43,26689,35.8,29.7,19.4,12.5,0.077,29.3,17.3,25.7,0.9,14.7,12,19.9,16.8,5.8,73.5,30.3,0.221,77.1015579890493,5.6,103.483,475,4.1,3.8,0.364,0.192,0.271,0.119,0.09,47,89.5,497.43,9.3,1.37,36.95
FALSE,"36",FALSE,57.0001721336597,0.556646252851098,93.8,227.068092313651,37.9,51.6,76,12,0.1,4.8,2.2,4.9,0.61757875,0.449,32386,20,16,12.6,9.2,0.049,43.1,16.1,27.5,0.2,5.6,7.6,9.3,37.6,17.8,80.5,55,0.089,79.3692569659443,8.3,430.485,468.2,3.3,3.4,0.35,0.136,0.272,0.086,0.09,16.4,41.3,367.99,2.7,7.84,24.2
TRUE,"36",TRUE,45.1754736589655,0.0695074939019399,102.3,18.0314709132298,38.3,59.4,95.4,1,0.2,0.9,1.1,1.4,0.9124875,0.422,20815,25.4,23.2,16.5,9.2,0.062,31.9,19,20.4,1.7,10.8,16.1,11.7,18.6,9.6,81.1,41,0.11,78.720405338606,5.31935483870968,73,235.7,3.6,3.7,0.31,0.164,0.298,0.089,0.07,19.7,56.3,151.08,3.03640681003584,6.95285714285714,25.31
FALSE,"36",FALSE,45.2184948013999,1.52083774261288,89,13100.7182058542,33.2,58.2,10.9,30.1,0.2,3.4,1.8,53.5,0.38167525,0.482,25497,40.5,40.3,28.4,21.8,0.098,24.4,30.7,25.6,0.2,7.4,11.8,31.2,17.6,6.5,76.5,54,0.156,77.9089947089947,6.1,2017.528,1144.2,5,4.3,0.63,0.189,0.289,0.147,0.1,39.9,38.3,619.96,8.3,11.01,33.85
TRUE,"36",FALSE,52.9175533295272,0.334417432909321,96.7,108.370385625874,39.9,58.7,86.3,4.4,0.2,3.5,2.3,3.4,0.767143,0.452,25090,25.7,21.9,15.5,9.2,0.066,35.1,18.6,26.7,0.2,6.5,12.9,11.7,25.1,11.4,80.2,53.8,0.099,78.5244839857651,8.3,204.814,337.3,3.6,3.7,0.385,0.163,0.247,0.091,0.08,21.6,55.2,267.52,3.6,8.41166666666667,25.3052425925926
TRUE,"36",TRUE,49.4254972935277,0.122045040463578,98,23.3021656121491,41.4,65.3,91.9,1.2,2.9,0.7,1.6,1.7,0.8551575,0.405,23310,30.1,25.2,16,9.2,0.069,28.5,18.8,24,1.4,10.6,16.8,12.6,18.1,8.4,77.9,47.8,0.115,76.9538383838384,7.1,144.591,300.8,3.7,3.8,0.332,0.172,0.284,0.097,0.07,34.7,56.4,206.83,2.0041935483871,9.576,24.9333333333333
TRUE,"36",FALSE,50.271839961281,0.127760456407618,105.1,44.2013415508291,42.5,59.3,91.3,3.8,0.3,0.5,1.7,2.4,0.841244,0.403,27998,29.7,20.4,12.1,6.7,0.06,29.4,17.9,23,1.4,11.1,17.2,15.2,18.4,7.2,75.6,53.5,0.104,79.4435592393954,5.9,321.303,326.8,3.3,3.5,0.346,0.148,0.303,0.088,0.07,26.7,54.9,200.35,3.03640681003584,7.5575,25
TRUE,"36",TRUE,51.0805273127924,0.216693804500993,98.4,48.3056315392145,41.7,63,89.3,2,0.4,0.5,1.6,6.1,0.8154735,0.427,23699,32.2,25.7,17.1,8.3,0.068,30.3,19.2,22.7,1.2,8,18.5,13.8,20.3,8.9,76.7,46.6,0.107,78.0390322580645,7.1,210.278,359.4,3.6,3.8,0.374,0.16,0.298,0.099,0.08,32.1,52.3,225.89,2.5,8.42,25.55
TRUE,"36",TRUE,51.5459363957597,0.14354140043101,98.4,83.6625736211952,40.9,62,87.4,6.2,0.2,1.2,2.4,2.5,0.78342525,0.443,26226,28.5,25.3,15.2,8.1,0.063,32.9,19,26.1,0.3,7.3,14.4,12.4,20.9,9.3,76.8,43.3,0.086,77.8365725806452,6,302.284,382.4,3.4,3.6,0.362,0.156,0.319,0.092,0.08,38.4,60.4,225.15,2.3,5.92,24.8
TRUE,"36",TRUE,50.1102664556469,0.0791876209061563,99.2,21.410117729069,43.8,66,95.6,0.6,0.3,0.4,1.2,1.8,0.91636675,0.419,25942,22.4,18.7,13.6,11.8,0.062,30.7,17.3,22.3,1.1,9.7,19,15,17,6.7,78.3,49.2,0.099,78.1675100401606,5.7,115.446,328.4,3.5,3.7,0.353,0.152,0.328,0.097,0.07,31.8,51.9,121.59,3.03640681003584,7.93333333333333,21.9
FALSE,"36",FALSE,47.3883538668439,0.125689950631621,106.4,30.3884769478723,39.4,49.6,91.1,3.6,0.3,1.1,1.4,2.5,0.83748675,0.419,25574,18.8,16.4,13.3,11.6,0.067,31.8,19.9,24.9,1,9.2,13.2,15.8,21.7,9.5,78.8,44,0.101,78.9898837209302,5.8,364.599,308.6,3.4,3.6,0.333,0.163,0.296,0.085,0.07,20.5,52.7,100.4,1.7,6.05333333333333,19.5666666666666
FALSE,"36",FALSE,59.7248421225293,0.119429233166378,100.9,37.8342868734497,46.6,64.1,88.2,4.3,0.1,1.6,1.9,3.9,0.7923575,0.472,31015,19.7,14.2,9.5,5.5,0.047,38.4,16,22.9,1.1,10.5,11,13,28.2,12.9,78,44.5,0.11,78.6202588352414,7.8,283.427,211.2,3.2,3.5,0.362,0.138,0.253,0.097,0.07,23.1,52,146.82,2.55322580645161,7.84333333333333,27
