"elec_rep16_win","fips_state","elec_rep12_win","elec_voting_participation","elec_voting_power","demo_sex_ratio","demo_population_density","demo_median_age","demo_age_dependency_ratio","population_white","population_african_american","population_native","population_asian","population_other","population_latino","population_homnogenity_index","finance_gini_coef","finance_median_earning","poverty_children","poverty_child_living_in_families","poverty_below_federal_threshold","poverty_adult","demo_unemployment","occupation_management","occupation_service","occupation_sale","occupation_agriculture","occupcation_maintainance","occupation_transportation","education_less_than_high_school","education_at_least_bachelor","education_graduate_degree","education_school_enrollment","education_preschool_enrollment","demo_uninsured","healthcare_life_expectancy","health_infant_mortality","health_hiv","health_sti","health_poor_physiscal_health_days","health_poor_mental_health_days","health_children_with_single_parent","health_adult_smoking","health_adult_obesity","health_diabetes","health_low_birth_weight","health_teen_birth","health_injury","demo_violent_crime","demo_homicide","weather_winter_prcp","weather_winter_tavg"
TRUE,"17",TRUE,53.789135966368,0.0185501221477089,104.5,13.6166797756233,39.2,67.8,79.4,2.8,0.1,0.3,0.6,16.8,0.6715685,0.389,25483,22.8,14.2,12.9,9.2,0.069,21.7,17.8,21.3,2.2,8.9,28.1,19.4,12.3,3.9,79.4,77.4,0.156,77.5868215158924,7.49447632711621,142.599495337159,314.9,3.6,3.5,0.342,0.158,0.288,0.098,0.07,46,71.1,126.48,4.42933823529412,6.265,28.4833333333333
FALSE,"17",FALSE,51.7497804106486,0.298965245037499,99.6,79.7444891478583,29.3,42.6,70.9,12.2,0.2,8.9,2.6,5.3,0.553062,0.477,21205,22.9,20.2,20.5,8.3,0.061,42.9,17.6,23.6,0.4,6,9.5,7.7,41.2,20.7,85.3,52,0.126,79.780881763527,7.2,193.69,691.7,3.8,3.7,0.366,0.171,0.266,0.08,0.08,18.7,46,601.58,2.4,6.885,28.9
TRUE,"17",TRUE,54.967283604412,0.0560891291019062,104.5,18.6144857984,42,66,95.8,1.4,0.1,0.5,0.9,1.4,0.907806,0.429,25162,34.6,28.6,16.6,9.4,0.076,26.1,18.5,26.4,1.2,11.4,16.4,14.2,12.1,3.6,74.9,59.1,0.114,77.5746210268949,8.4,164.22,216.5,3.5,3.5,0.36,0.161,0.334,0.097,0.09,43,64,128.97,4.42933823529412,6.71,30.2055555555556
TRUE,"17",TRUE,63.96484375,0.0299884738957202,94,12.4427634613325,43.4,71.2,97.5,0.3,0.1,0.3,0.7,1.1,0.952748,0.431,25058,12.3,15.3,10.9,9.8,0.073,29.9,15.5,21.7,2.8,12.2,17.9,12,16.4,5.4,77.9,44.8,0.116,76.6862886597938,7.49447632711621,116.78,246.8,3.4,3.4,0.3,0.154,0.331,0.096,0.08,39.3,88.5,307.15,4.42933823529412,8.54,29.6666666666667
TRUE,"17",TRUE,56.8186189651856,0.0225409546788696,97,11.1976561186912,42.8,70.5,97.2,0.3,0.2,0.5,0.7,1.1,0.9430665,0.436,25442,35,21.4,16.3,14.7,0.081,27.8,15.1,20.3,1,10.3,25.4,13.8,13.8,5.4,74.7,62.9,0.122,76.6936040609137,7.49447632711621,52.097,261.5,3.7,3.6,0.424,0.167,0.315,0.103,0.07,48.2,97.5,55.55,4.42933823529412,8.91666666666667,31.2
TRUE,"17",TRUE,55.7740557401505,0.0627621368428242,105.5,30.8899647820522,40.1,59.5,92.1,3.5,0.2,0.4,1,2.8,0.853042,0.394,29900,12.3,9.2,7.8,5.7,0.055,30.3,16.6,25,0.7,11.2,16.2,14.2,18.9,6.6,77.6,49.4,0.095,79.3922141119222,7.49447632711621,241.943,204.9,3.1,3.2,0.256,0.148,0.278,0.085,0.07,23.8,53.4,166.1,4.42933823529412,8.105,31.8
TRUE,"17",TRUE,49.8890472074934,0.0814877640540449,93,40.2873956367253,33.3,48.7,91.6,3.8,0.1,1,1.4,2.1,0.85194125,0.488,15227,23.4,20.6,20.3,5.9,0.068,29.3,18.8,22.9,0.5,8.4,20.1,10.7,23.3,9.7,85.4,55.2,0.132,76.8105699481865,8.1,70.646,680.3,4.2,4,0.383,0.199,0.277,0.091,0.07,19.9,57.7,272.48,3.4,7.42,30.4333333333333
FALSE,"17",FALSE,57.4756079860202,7.67490510326756,94,2138.71430345497,35.9,55.1,43.9,24.4,0.1,6.1,1.5,24,0.317898,0.488,32010,23.1,22.4,15.3,11.4,0.074,36.8,17,25.7,0.1,6.8,13.6,16.8,33.2,13.1,77.8,54.5,0.184,78.3150515463918,7.3,607.551,661.2,3.7,3.4,0.379,0.156,0.249,0.103,0.09,39.4,46.2,630.61,10.6,5.71140476190476,27.34
TRUE,"17",TRUE,55.4524959742351,0.0328461541689892,106.5,17.0070443550218,42.4,60.7,91.9,4.7,0.2,0.5,0.9,1.8,0.844844,0.406,24478,44.5,27,16.9,8.2,0.066,24.9,19.1,21.3,1.2,7.8,25.6,13.5,13.5,3.4,75.4,46.3,0.115,77.0293220338983,14.9,308.862,163.3,3.5,3.4,0.258,0.162,0.339,0.095,0.1,37.5,81.1,229.52,4.42933823529412,8.585,32.7083333333333
TRUE,"17",TRUE,63.4739870534644,0.0202021589412008,101.4,12.2104631446412,41.6,68.9,97.9,0.3,0.2,0.2,0.7,0.7,0.9566145,0.418,24747,21.5,19.4,12.5,8.2,0.061,23.9,15.4,24.6,0.2,13.5,22.4,11.9,13,4.7,74.8,46,0.115,78.4263356504469,7.49447632711621,142.599495337159,255.3,3.5,3.5,0.238,0.162,0.296,0.097,0.08,36,70.8,152.95,4.42933823529412,7.53,30.15
FALSE,"17",FALSE,53.2845768821806,0.156779436300628,97.5,63.8165578113696,30.3,48.8,79.7,6.3,0.1,2.3,1.5,10.1,0.6585445,0.416,22437,17.9,13.2,14.6,4.5,0.066,32.7,18.2,25.2,0.6,8.8,14.4,9.3,28,10.9,84.2,50.7,0.13,78.876835443038,6.8,85.288,476.6,3.6,3.6,0.291,0.168,0.274,0.077,0.07,14.4,37,257.7,4.42933823529412,5.14833333333333,29.5361006571087
TRUE,"17",TRUE,58.0036326304983,0.0280235802498811,101.4,15.9175610205427,42.8,65.2,95.7,0.5,0.1,0.4,1.1,2.1,0.91641975,0.413,27535,13.9,12.2,8.6,6.6,0.066,26.6,17.5,25.3,0.4,11,19.1,9.7,15.7,2.8,81.3,66.2,0.104,77.4358490566038,7.49447632711621,142.599495337159,194.7,3.3,3.4,0.251,0.151,0.32,0.093,0.1,36.1,61.8,272.425148514852,4.42933823529412,6.815,30
TRUE,"17",TRUE,55.0543781372002,0.0301296410120232,96.2,18.3717561742516,38.3,71.5,92.2,0.3,0.2,0.4,0.9,6.1,0.857083,0.381,27311,14.1,14,10.2,7.2,0.059,26.4,14,25.7,0.9,11.5,21.7,18.3,14.9,4.6,72.2,37.9,0.162,78.2500305810398,7.49447632711621,142.599495337159,261.9,3.4,3.4,0.253,0.156,0.308,0.093,0.07,28,48.2,195.28,4.42933823529412,6.99,29.6666666666667
FALSE,"17",FALSE,62.7948884950432,1.53025535605208,96.2,1096.90148555482,38.8,58,70.5,4.5,0.1,10,1.7,13.3,0.541084,0.442,38789,8.8,7.1,5.7,4.9,0.056,43.8,12,28.1,0.1,6.3,9.8,8,45.3,17.3,83.1,58.7,0.108,81.458878695209,5.5,84.171,202.9,2.9,3,0.189,0.116,0.239,0.082,0.07,13.3,33.1,97.35,1.6,5.88333333333333,27.34
TRUE,"17",TRUE,55.7345498610022,0.0298320454695466,95.5,11.1437865792882,43.4,70.7,97.7,0.3,0.1,0.2,0.7,1,0.937293,0.42,26401,26.8,19.2,13.5,7.9,0.072,26.5,15.5,22.5,1.8,9.2,24.5,11.6,16.8,4.7,72.4,43.4,0.119,76.7675191815857,7.49447632711621,51.891,225.4,3.8,3.7,0.342,0.169,0.326,0.106,0.08,41.5,75.2,332.67,4.42933823529412,7.76,28.9
TRUE,"17",TRUE,63.0715123094959,0.0123158770655706,97.6,11.5423170785776,43.7,72.5,97.5,0.4,0.1,0.3,0.7,0.9,0.9566205,0.414,26423,29.7,17.1,12.2,12.3,0.068,26.1,15.6,18.3,0.8,10.1,29.1,11,13.1,4.7,74.3,51.7,0.115,77.4722267206478,7.49447632711621,142.599495337159,149.6,3.5,3.6,0.328,0.16,0.318,0.101,0.08,44.9,110.9,212.16,4.42933823529412,9.86,33.6
TRUE,"17",TRUE,64.135428328765,0.0633840352200509,99.9,27.6864730247497,38.9,67.5,96.8,0.2,0.1,0.4,0.7,1.7,0.93737475,0.439,27047,16.8,14.1,10.5,7.4,0.056,28.5,16.3,25.1,0.9,10,19.2,10.6,20,5.4,75.6,40.3,0.101,78.4588044022011,6.3,35.188,189.2,3.2,3.3,0.292,0.151,0.293,0.087,0.08,33.6,74.7,124.41,4.42933823529412,8.05,30.5333333333333
TRUE,"17",TRUE,52.1751773874607,0.0342273027122781,110.5,11.9287820520765,40.1,63.4,93,4.4,0.1,0.2,0.9,1.4,0.9089655,0.435,25555,29.7,22.6,16.1,12,0.077,28,18.3,21.1,0.8,12.2,19.5,17.1,14.3,5.3,75.8,37.5,0.14,78.154703087886,7.49447632711621,381.72,168.1,3.6,3.6,0.263,0.172,0.371,0.096,0.08,45.6,78.8,165.01,4.42933823529412,7.86,31.2
TRUE,"17",TRUE,56.8158168574402,0.0229148567706992,98.2,10.9999017291757,42.7,73.8,96,0.6,0.2,0.3,0.9,2.1,0.9183945,0.397,27025,14,8.3,8.3,8.8,0.061,28.5,15,26.2,0.9,13.2,16.2,12.7,17.8,3.8,77.7,29.6,0.108,76.8944298688194,7.49447632711621,142.599495337159,178.5,3.4,3.4,0.221,0.151,0.296,0.097,0.08,34.5,68.6,366.07,4.42933823529412,6.9,29.5361006571087
TRUE,"17",TRUE,58.5577928870293,0.0683477762554621,97.1,37.4819062740411,42.1,71.1,96.9,0.3,0.2,0.3,1,1.2,0.94018575,0.413,23616,36.6,30.5,19.8,9.9,0.094,23.8,21.9,24,0.7,14,15.6,16.2,12.4,3.7,76.5,54.1,0.133,75.1058599695586,8.8,60.341,291.8,3.9,3.8,0.377,0.183,0.305,0.107,0.08,51,94.3,354.41,4.42933823529412,9.26333333333333,35
TRUE,"17",FALSE,54.1256917274682,0.0585881685932163,107.8,16.2020248756584,42.2,63.5,92.8,3.4,0.2,0.3,0.8,2.4,0.8684505,0.399,25179,25.2,22.2,13.8,8,0.086,28.3,20.1,22.3,1,11.8,16.5,16.4,13.4,4.1,74.2,44.5,0.127,77.3846968238691,8.4,225.949,242.8,3.7,3.5,0.337,0.161,0.324,0.099,0.07,40.6,70.1,179.04,4.42933823529412,5.94333333333333,27.4111111111111
TRUE,"17",TRUE,60.2012166588676,0.00981683757426058,91.3,6.43561072160269,45.1,76,97.1,0.2,0.3,0.1,1.2,1.2,0.9449785,0.478,22293,35.9,22.9,18,14.9,0.075,28.1,18.8,19,1.9,12.8,19.4,22.3,10.1,3.6,71.3,21.4,0.134,75.6467485624673,7.49447632711621,128.783,165.7,3.8,3.8,0.335,0.171,0.31,0.112,0.07,39.1,90.6,107.35,4.42933823529412,10.51,34.8
TRUE,"17",TRUE,53.4106023180695,0.021449771023122,101.4,9.60030400611912,42.6,66.9,97.3,0.9,0.1,0.1,0.7,0.8,0.94982575,0.435,25662,19.2,22.1,15.1,10,0.069,27.4,19.5,19.8,2.7,10.9,19.8,14.8,13.5,4.8,78.6,64.9,0.128,77.0598411122145,7.49447632711621,52.151,279.9,3.6,3.6,0.314,0.171,0.297,0.101,0.08,44.9,74.1,243.74,4.42933823529412,6.765,30.02
TRUE,"17",TRUE,57.989845498717,0.0810528167227329,99.6,46.4355749455619,37.2,62.4,88.9,1.2,0.1,0.6,1,8.2,0.79698025,0.373,33046,10.9,8,6.9,6.5,0.085,29.1,15.9,26.1,0.5,12.5,15.9,9.3,18.3,5.8,79.6,40.5,0.098,78.0454509018036,6.1,39.308,157.1,3.3,3.3,0.266,0.15,0.314,0.082,0.07,22.3,63.1,92.36,4.42933823529412,5.57,25.7333333333333
TRUE,"17",TRUE,61.1576660459342,0.0150362055500043,96.5,7.39222477377447,43.2,74.4,97.4,0.4,0.1,0.2,0.7,1.2,0.9450885,0.458,22027,38.7,21.5,14.5,8.5,0.059,27.7,18.7,19.5,0.2,11.6,22.3,19.2,12.7,5.6,71.1,42.4,0.131,75.7278117048346,7.49447632711621,142.599495337159,143.4,3.7,3.7,0.267,0.165,0.293,0.106,0.08,42.5,57.1,53.67,4.42933823529412,9.82722222222222,34.1
TRUE,"17",TRUE,61.9753758247738,0.034761448557749,97.5,9.11496361246012,46.2,75,97.4,0.3,0.2,0.2,0.9,1,0.948867,0.419,25375,17.3,17.8,12.6,9.9,0.067,27.9,17,21.7,2,10,21.4,9.9,19.1,5.9,78.9,40.6,0.133,79.3951898734177,7.49447632711621,142.599495337159,222.3,3.5,3.5,0.264,0.153,0.291,0.107,0.06,34.1,59.1,53.21,4.42933823529412,5.51,27.95
TRUE,"17",TRUE,68.955312222551,0.0088897129996219,106.8,9.19541605812644,46.6,67,96.6,0.3,0.6,0.5,0.7,1.3,0.94400675,0.452,25852,35.8,37.4,22.3,14.6,0.088,27.3,22.7,16.2,0,13.6,20.2,23,11,2.6,77.8,73.6,0.132,75.8763442940039,7.49447632711621,142.599495337159,305.3,4,3.9,0.396,0.178,0.327,0.125,0.08,34.5,121.6,337.09,4.42933823529412,11.189,35.75
TRUE,"17",FALSE,62.972114366396,0.0136130884045712,94.9,7.17638695983434,49.1,72.8,97.3,0.2,0.2,0.2,1,1.1,0.9354215,0.407,27027,16.9,13.3,11.4,8.3,0.063,26.6,14.9,24.6,3,9.1,21.7,12.8,14.9,3.9,83.2,64.6,0.13,79.154638276039,7.49447632711621,142.599495337159,170.4,3.2,3.3,0.37,0.145,0.324,0.103,0.07,40.7,61.3,391.37,4.42933823529412,5.16,26.4
TRUE,"17",FALSE,64.3166913475777,0.0927963946681562,98.5,23.402525667114,42.2,70,92.1,1.5,0.1,0.4,1.2,4.8,0.85704925,0.411,27469,22.1,16.9,10.4,8.7,0.067,29.9,15.2,25.4,1,10.7,17.9,12.1,20.6,7.4,80.8,57.8,0.108,78.4861460957179,7.49447632711621,78.433,303.1,3.3,3.4,0.257,0.149,0.307,0.096,0.07,31.8,59.7,155.08,4.42933823529412,5.29666666666667,24.9
TRUE,"17",TRUE,58.1778465459179,0.0487751463464233,95.5,10.039616645893,44.1,74.2,92.4,0.8,0.1,0.3,1,5.3,0.85309775,0.397,27026,9.9,14.1,10,7.8,0.065,28.6,18.2,22,1.7,10.2,19.3,12.8,13.7,4.3,78.1,51.9,0.129,76.8628644501279,7.49447632711621,40.519,184.7,3.6,3.5,0.291,0.159,0.326,0.105,0.07,32.2,80.8,67.66,5.71941176470588,6.04,29.5361006571087
FALSE,"17",FALSE,51.6787190082645,0.091613643153185,100.8,39.3544603272398,30.1,43.9,76,14.1,0.3,3.1,2.5,4,0.61387575,0.509,16565,41.3,32.1,28.5,7.9,0.066,36.9,25.3,21.5,0.4,6.3,9.6,10.5,35.4,18.2,84.1,49.9,0.141,77.3091235059761,9.1,127.721,1153.6,4.5,4.2,0.395,0.213,0.312,0.094,0.08,24.6,53.3,586.22,4.42933823529412,9.5325,34.65
TRUE,"17",TRUE,68.4167684167684,0.0192406964193533,99.5,7.52279371164435,42.9,67.1,98.1,0.1,0.1,0.2,0.6,0.8,0.96538075,0.372,23897,14.7,10.6,8.5,5.1,0.064,27.7,15.6,23.1,2.1,10,21.5,11.8,13,5.6,78.9,44.8,0.125,78.4041102756892,7.49447632711621,142.599495337159,156,3.2,3.2,0.21,0.145,0.31,0.091,0.08,27.2,55.9,250.45,4.42933823529412,8.83,29.5361006571087
TRUE,"17",TRUE,54.5217652757826,0.0622661442720298,105.6,26.0781893649084,40.7,64,87.4,8.2,0.2,0.6,1.5,2.1,0.77569475,0.454,25136,31.8,24.8,17.1,10.7,0.075,25.3,18.2,25.8,0.5,10,20.1,16.3,14.1,5.3,73.9,63.2,0.126,76.516186770428,6.8,147.217,444.2,3.7,3.6,0.343,0.171,0.333,0.103,0.09,53,72.2,669.52,4.3,8.67,32.4
TRUE,"17",TRUE,56.7982205999772,0.0379968462503152,95.6,23.656218840022,42.3,63.5,96.9,0.4,0.2,0.3,1.2,1,0.93727675,0.385,28651,15,8.4,8.5,7.1,0.072,28.3,18.2,22.6,1,13,16.9,12.9,16,7.2,77.7,45.8,0.103,78.1593865030675,7.49447632711621,72.509,171.5,3.1,3.2,0.303,0.148,0.317,0.087,0.07,23.2,63.8,265.36,4.42933823529412,7.425,31.8083333333333
TRUE,"17",FALSE,64.6253887475261,0.0436053776277591,101,14.3864827611557,48.2,75.9,95.6,0.4,0.1,0.3,0.8,2.7,0.91569175,0.408,25121,14.6,11.5,8.4,6.4,0.062,31.1,18.3,22,1.1,9.7,17.7,10.9,23,8.5,77.5,53.1,0.134,80.0792537313433,7.49447632711621,46.444,190.7,3.1,3.2,0.294,0.135,0.291,0.105,0.06,21.8,60.2,168.54,4.42933823529412,4.43666666666667,21.6208333333333
TRUE,"17",TRUE,54.6014632268001,0.0216405373965045,130.7,14.4027001749837,43.2,58.5,87.9,8,0.2,0.2,0.8,3,0.75027025,0.398,22572,31.5,19,13.6,10.7,0.098,32.4,25.2,22.6,0.3,5.9,13.6,22,12.8,3.4,64.2,49.5,0.131,76.9873211963589,7.49447632711621,793.222,266.5,3.7,3.5,0.216,0.169,0.306,0.103,0.08,33.9,56.9,282.64,4.42933823529412,11.821,35.775
FALSE,"17",FALSE,56.1244793790862,0.693046603843484,99,389.686785966132,35.9,63.3,59,5.4,0.1,3.4,1.3,30.7,0.45957975,0.421,32659,15.4,13.5,9.1,5.7,0.07,34.2,13.9,26.7,0.2,8.5,16.5,16.8,31.8,10.9,78.4,46.6,0.158,80.5272361809045,5.7,129.323,298.2,3.5,3.3,0.261,0.142,0.257,0.093,0.07,32.7,34.2,183.43,1.9,5.604,27.34
TRUE,"17",TRUE,55.6834866875489,0.173631737725233,96.7,64.0431751293076,37.3,63.3,73.4,15,0.2,0.9,1.6,9,0.58607575,0.413,27238,23.2,20.6,15,8.4,0.081,27.9,18.5,25,1.3,9.5,17.8,14.8,17.4,6.6,76.9,43.9,0.123,77.2731926792069,8,125.704,552,3.6,3.6,0.384,0.173,0.338,0.1,0.08,37.8,57.3,369.01,4.7,6.1075,25.7333333333333
TRUE,"17",TRUE,59.2120089140396,0.180445912582454,98.7,144.680111888123,33.8,61.8,74.2,5.5,0.1,3,1.6,15.6,0.59168075,0.332,40851,4.8,4.6,3.9,3.4,0.063,37.2,13.1,27.6,0.1,9.6,12.5,8,32.3,10.2,82,53.3,0.092,80.4530548565677,5.8,35.957,188.8,3,3.1,0.184,0.137,0.354,0.075,0.07,17.3,31.7,134.2,2,5.6075,25.7333333333333
TRUE,"17",FALSE,56.8033186920449,0.0888131927919307,100.8,28.0858517398979,42.1,65,85.3,7.1,0.1,0.6,2,4.8,0.74678475,0.433,21598,31.9,24.7,15.5,7.3,0.07,27.9,19.8,26.1,0.4,7.8,18,14.8,15.2,5.1,79,60.6,0.126,76.5078486055777,8.7,187.379,356,3.8,3.7,0.438,0.171,0.252,0.108,0.08,38.7,69.6,325.05,3.1,5.7375,25.0666666666666
FALSE,"17",FALSE,62.7159389622714,1.09687993965678,99.6,611.69446426039,37.6,60.3,65.2,6.7,0.2,6.2,1.8,19.9,0.486032,0.468,36883,11.3,9.6,7,5.6,0.065,41.2,13.8,26.5,0.2,6.9,11.5,11.5,41.3,16.5,79.3,54.3,0.128,80.7214228456914,5.7,121.82,376.6,3.3,3.2,0.23,0.138,0.291,0.086,0.08,22.8,36.7,146.26,2.8,5.05,25.4
TRUE,"17",TRUE,55.2478372691139,0.180308560793619,100.6,38.2927299141513,41.6,65.1,88.3,1.8,0.2,0.7,1,8,0.79726575,0.409,28019,17.7,15.3,10.8,6.8,0.083,25.7,17.6,24.5,1,11.3,19.9,12.2,15.8,5.2,75.8,48.8,0.125,77.3364007976072,7.1,69.439,247.8,3.5,3.4,0.323,0.159,0.285,0.097,0.07,35.2,72.9,118.24,1.6,5.724,25.2166666666666
TRUE,"17",TRUE,45.6931410696574,0.0228499962037492,149.9,17.2884765783469,40.7,55.3,86.1,9.4,0.2,0.2,0.8,3.3,0.77132325,0.436,21527,27.4,26.9,17.5,7.7,0.076,23.9,20.2,22,1.7,10.2,21.9,18.9,11.1,2.9,68.4,69.7,0.122,76.5111644657863,7.49447632711621,132.598,246.9,3.7,3.5,0.346,0.172,0.32,0.097,0.08,43.2,80.2,154.46,4.42933823529412,8.365,33.25
TRUE,"17",TRUE,55.9472009945519,0.0583783255824956,112.2,18.6564618779846,42.2,59.9,88.3,4.7,0.1,0.7,1.1,5,0.7969695,0.419,26781,16.8,11.8,9.6,6.5,0.065,27.4,18.9,21.3,0.7,9.4,22.3,14.3,15,4.4,75,40.5,0.113,78.3378510838831,7.49447632711621,219.919,291.1,3.4,3.4,0.275,0.162,0.329,0.096,0.06,33.5,64.2,160.66,4.42933823529412,5.29,24.7
TRUE,"17",TRUE,51.1113376835237,0.0573787097859716,101.7,13.9347012872834,41.3,61,89.6,4.8,0.1,0.5,1,3.9,0.816361,0.41,28305,21.7,15.4,11,6.9,0.064,25.5,18.8,22.5,0.8,9.9,22.5,15.9,13.5,4.2,73.9,47.8,0.101,78.0621665840357,10.5,563.933,261.3,3.3,3.4,0.308,0.153,0.314,0.092,0.08,34.1,70.2,214.73,4.42933823529412,5.7,25.7333333333333
TRUE,"17",TRUE,50.4246328912689,0.045986141967572,102.9,18.7135577264404,39.7,56.2,87.7,7.4,0.2,0.6,1.1,2.9,0.7608515,0.405,26777,22.4,15.1,9.8,5.2,0.065,28.7,18.5,25.3,1.3,10,16.3,14.6,17,4.8,82.1,52.3,0.101,77.5750911779202,7.49447632711621,379.066,476.5,3.5,3.5,0.303,0.165,0.309,0.091,0.08,30.8,58.4,317.61,4.42933823529412,6.215,29
TRUE,"17",TRUE,47.8815840061515,0.0475160882820992,95.7,20.9680828172048,30.7,45.4,88.9,4.9,0.2,1.8,1.7,2.7,0.79648475,0.462,11038,18.5,21.7,23.7,9.4,0.069,35.5,19.6,23.8,0.9,6.7,13.5,8.8,32.6,14.6,88,63.9,0.14,78.2591313234543,7.49447632711621,38.377,491.7,4,3.9,0.333,0.187,0.291,0.084,0.07,12.8,49.8,174.64,4.42933823529412,5.65,26.8777777777778
TRUE,"17",TRUE,62.1180969707658,0.510658689579997,99.2,196.745439811341,39.3,59,83.7,1,0.1,2.5,1.2,11.4,0.7219265,0.386,37189,9.4,8.3,6.2,4.6,0.064,36.8,13.3,28.2,0.2,8.8,12.6,8.3,32.1,10.2,83.1,55.6,0.109,79.8319277108434,4.4,42.759,191.5,2.9,3.1,0.188,0.159,0.279,0.085,0.07,15.4,43.3,114.98,1.3,5.12,25.93
TRUE,"17",TRUE,57.2460545921193,0.27997636023101,94.9,56.4821325220561,32.7,49.8,81.9,7.2,0.2,4.2,2.1,4.4,0.704374,0.43,26798,13.1,11.4,12.9,5.5,0.055,39.5,16.3,29.2,0.2,6.1,8.6,6.6,40.4,12.6,83.4,57.5,0.094,79.2822729604925,7.3,96.247,540.4,3.3,3.3,0.259,0.157,0.29,0.074,0.08,16.6,44.2,343.11,1.9,6.615,29.5361006571087
TRUE,"17",TRUE,58.6269737552004,0.186565697840563,92,72.6028546469294,40.6,66.1,78.4,16.2,0.2,1,2.4,1.9,0.660915,0.452,27870,31.4,26.1,15.7,6.5,0.087,31.3,18.6,24.6,0.4,9.1,16,13.1,20.5,7.1,77.9,62.9,0.106,76.9454166666667,10.6,148.538,817.3,3.8,3.7,0.417,0.171,0.306,0.108,0.1,52.2,50.8,465.05,7.3,6.59,30
TRUE,"17",TRUE,57.5853090311087,0.0801600300953031,97.9,20.9600594697256,42.6,67.1,97,0.8,0.2,0.3,0.9,0.9,0.93921175,0.401,26646,24.2,17.4,12,5.5,0.074,28.2,17.7,23.4,0.9,13.5,16.4,13.2,15,5.5,80.1,53.6,0.119,77.9014300151592,7.1,57.637,277.4,3.4,3.5,0.278,0.152,0.331,0.095,0.08,28.8,69.6,170.24,4.42933823529412,6.93,29.9
TRUE,"17",TRUE,59.8152887395483,0.467274600945362,95.7,144.255725942687,39.5,60.3,86.7,7.8,0.2,0.8,1.7,2.7,0.76492775,0.427,30128,23.1,19.3,12.9,6.6,0.071,33,17.3,25.8,0.2,9.2,14.4,10.6,23,8.1,80.4,57,0.102,76.9537506387328,5.9,114.635,410.6,3.6,3.4,0.325,0.169,0.329,0.093,0.08,34.9,78.5,241.74,4.2,7.97666666666667,31.7854166666667
TRUE,"17",TRUE,53.2729546145788,0.060144822200017,95.9,26.0824643998376,41.7,69.5,92.4,3.9,0.3,0.6,1.5,1.4,0.85738175,0.428,22325,31.9,23.9,16.5,9.6,0.078,24.1,21.2,22.6,0.8,9,22.2,15.9,13.6,4.5,76.8,59.9,0.123,75.2646197039306,7.49447632711621,58.568,529.6,3.7,3.7,0.418,0.172,0.359,0.105,0.08,59,73.6,313.71,4,8.632,31.8
TRUE,"17",TRUE,61.0902255639098,0.022319665685746,97.3,12.1513862442277,45.9,72.2,95.9,0.3,0.1,0.3,0.7,2.5,0.916526,0.4,25731,12.4,11.4,9.5,7,0.07,26.4,18,22.5,1,8.7,23.5,9.8,17.1,3.6,79.6,43.4,0.109,77.4426305119108,7.49447632711621,142.599495337159,235.3,3.3,3.4,0.234,0.146,0.323,0.101,0.07,25,59.4,149.37,4.42933823529412,6.5375,24.7
TRUE,"17",TRUE,56.8167406467977,0.0239297338770938,98.1,10.114425412624,44.7,71.2,97.5,0.4,0.2,0.3,0.9,0.8,0.94885175,0.424,27031,33.9,23.6,15.2,7.5,0.087,29.7,18,18.2,2.5,10.8,20.7,16.7,16.5,6.2,78.2,58.1,0.119,77.3882635032812,7.49447632711621,49.044,314.1,3.6,3.6,0.37,0.168,0.331,0.104,0.11,45.3,97.9,486.99,4.42933823529412,6.94,28
TRUE,"17",TRUE,55.7702215352911,0.0247805519023795,93.2,24.4404796446734,43.7,72.1,89.8,5.8,0.4,0.3,1.9,1.9,0.81898175,0.396,23953,24.1,21.5,13.7,11.7,0.08,23.5,22.6,26,0,12.2,15.7,15,14.1,3.3,80.8,69.8,0.113,76.5481366459627,7.49447632711621,94.125,196.9,3.8,3.7,0.331,0.169,0.343,0.111,0.08,54.4,97.9,358.12,4.42933823529412,12.52,36.025
TRUE,"17",TRUE,63.3144621718991,0.0234680792535083,95.4,15.4852420755916,42.5,67.3,97,0.6,0.2,0.2,1.1,1,0.9411975,0.377,29339,9.8,10.4,7.7,9.4,0.057,34.9,16.6,26.8,0.4,9.6,11.8,9.7,24.2,8,79.4,58.2,0.1,77.479559877175,7.49447632711621,74.676,290.8,3.2,3.3,0.259,0.147,0.309,0.093,0.06,22.6,50.4,125.94,4.42933823529412,6.045,28
TRUE,"17",FALSE,68.2174260591527,0.0325600046089156,98.5,11.0814746888575,44.3,72.3,96.8,0.3,0.1,0.3,0.6,1.9,0.93548375,0.383,30032,14.6,14.9,9.3,7.2,0.07,28.7,15.8,22.8,1.6,12.5,18.5,11.3,14.5,4.4,80,65.3,0.105,79.2082367758186,7.49447632711621,43.808,283.6,3.2,3.3,0.311,0.142,0.307,0.096,0.06,32.8,64.9,209.15,4.42933823529412,5.04,24.2
TRUE,"17",TRUE,67.8578379851298,0.0665087884160554,96.3,33.6340686458033,42.1,62.7,97.1,0.2,0.2,0.4,0.8,1.4,0.9411885,0.386,36706,5.6,4.3,4.5,2.4,0.054,35.1,15.6,25.8,0.2,12.3,11,9,24.7,8.4,84.6,62.1,0.077,80.0358889454916,7.49447632711621,53.783,173.9,2.8,3,0.186,0.131,0.329,0.08,0.07,12.1,56,50.33,4.42933823529412,8.095,29.5361006571087
